
# Surface 0 of 1 surfaces

# Curve title: ""landscape.tsv" matrix using 1:2:3"

# IsoCurve 0, 150 points
# x y z type
 29  144 -0.000296376 i
 30  144 -0.000297016 i
 31  144 -0.000298917 i
 32  144 -0.000302018 i
 33  144 -0.000306219 i
 34  144 -0.000311388 i
 35  144 -0.000317369 i
 36  144 -0.000323985 i
 37  144 -0.000331046 i
 38  144 -0.000338363 i
 39  144 -0.000345746 i
 40  144 -0.000353022 i
 41  144 -0.00036003 i
 42  144 -0.000366632 i
 43  144 -0.000372715 i
 44  144 -0.00037819 i
 45  144 -0.000382995 i
 46  144 -0.000387091 i
 47  144 -0.000390464 i
 48  144 -0.000393117 i
 49  144 -0.000395071 i
 50  144 -0.00039636 i
 51  144 -0.000397027 i
 52  144 -0.000397122 i
 53  144 -0.000396698 i
 54  144 -0.000395808 i
 55  144 -0.000394506 i
 56  144 -0.000392842 i
 57  144 -0.000390862 i
 58  144 -0.000388608 i
 59  144 -0.000386116 i
 60  144 -0.00038342 i
 61  144 -0.000380548 i
 62  144 -0.000377522 i
 63  144 -0.000374362 i
 64  144 -0.000371085 i
 65  144 -0.000367704 i
 66  144 -0.000364229 i
 67  144 -0.000360669 i
 68  144 -0.00035703 i
 69  144 -0.000353317 i
 70  144 -0.000349533 i
 71  144 -0.00034568 i
 72  144 -0.000341759 i
 73  144 -0.000337767 i
 74  144 -0.000333701 i
 75  144 -0.000329556 i
 76  144 -0.000325323 i
 77  144 -0.000320991 i
 78  144 -0.000316544 i
 79  144 -0.000311966 i
 80  144 -0.000307231 i
 81  144 -0.000302314 i
 82  144 -0.00029718 i
 83  144 -0.000291793 i
 84  144 -0.000286111 i
 85  144 -0.000280089 i
 86  144 -0.000273677 i
 87  144 -0.000266826 i
 88  144 -0.000259488 i
 89  144 -0.000251617 i
 90  144 -0.000243173 i
 91  144 -0.000234127 i
 92  144 -0.000224462 i
 93  144 -0.000214177 i
 94  144 -0.000203292 i
 95  144 -0.000191848 i
 96  144 -0.000179911 i
 97  144 -0.000167572 i
 98  144 -0.000154949 i
 99  144 -0.000142182 i
 100  144 -0.000129435 i
 101  144 -0.000116884 i
 102  144 -0.000104722 i
 103  144 -9.314e-05 i
 104  144 -8.23302e-05 i
 105  144 -7.24715e-05 i
 106  144 -6.37238e-05 i
 107  144 -5.62206e-05 i
 108  144 -5.00623e-05 i
 109  144 -4.5312e-05 i
 110  144 -4.1992e-05 i
 111  144 -4.0083e-05 i
 112  144 -3.9525e-05 i
 113  144 -4.02205e-05 i
 114  144 -4.20391e-05 i
 115  144 -4.48237e-05 i
 116  144 -4.83982e-05 i
 117  144 -5.25751e-05 i
 118  144 -5.71633e-05 i
 119  144 -6.1976e-05 i
 120  144 -6.68374e-05 i
 121  144 -7.15883e-05 i
 122  144 -7.60907e-05 i
 123  144 -8.02304e-05 i
 124  144 -8.39187e-05 i
 125  144 -8.70926e-05 i
 126  144 -8.97133e-05 i
 127  144 -9.17645e-05 i
 128  144 -9.32497e-05 i
 129  144 -9.41885e-05 i
 130  144 -9.46136e-05 i
 131  144 -9.45669e-05 i
 132  144 -9.40968e-05 i
 133  144 -9.32546e-05 i
 134  144 -9.20928e-05 i
 135  144 -9.06623e-05 i
 136  144 -8.90114e-05 i
 137  144 -8.71846e-05 i
 138  144 -8.52217e-05 i
 139  144 -8.31578e-05 i
 140  144 -8.10231e-05 i
 141  144 -7.88432e-05 i
 142  144 -7.66392e-05 i
 143  144 -7.44284e-05 i
 144  144 -7.22247e-05 i
 145  144 -7.0039e-05 i
 146  144 -6.78796e-05 i
 147  144 -6.57529e-05 i
 148  144 -6.36638e-05 i
 149  144 -6.16156e-05 i

# IsoCurve 6, 150 points
# x y z type
 0  143 -0.0004069 i
 1  143 -0.000409108 i
 2  143 -0.000410985 i
 3  143 -0.000412478 i
 4  143 -0.000413528 i
 5  143 -0.000414071 i
 6  143 -0.000414042 i
 7  143 -0.00041337 i
 8  143 -0.000411988 i
 9  143 -0.000409835 i
 10  143 -0.000406854 i
 11  143 -0.000403003 i
 12  143 -0.000398256 i
 13  143 -0.000392607 i
 14  143 -0.000386077 i
 15  143 -0.000378715 i
 16  143 -0.0003706 i
 17  143 -0.000361846 i
 18  143 -0.000352598 i
 19  143 -0.000343034 i
 20  143 -0.000333356 i
 21  143 -0.000323789 i
 22  143 -0.000314574 i
 23  143 -0.000305954 i
 24  143 -0.00029817 i
 25  143 -0.000291448 i
 26  143 -0.000285991 i
 27  143 -0.000281965 i
 28  143 -0.000279497 i
 29  143 -0.000278665 i
 30  143 -0.000279497 i
 31  143 -0.000281965 i
 32  143 -0.000285991 i
 33  143 -0.000291448 i
 34  143 -0.00029817 i
 35  143 -0.000305954 i
 36  143 -0.000314574 i
 37  143 -0.000323789 i
 38  143 -0.000333356 i
 39  143 -0.000343034 i
 40  143 -0.000352598 i
 41  143 -0.000361846 i
 42  143 -0.0003706 i
 43  143 -0.000378715 i
 44  143 -0.000386077 i
